Name,Frequency,Confidence,Primary_Role,Affiliation,Variants,File_Count
Blaine Sanchez,1,low,public,,,1
Diane Dennis,1,low,public,,,1
Cathy Willie,1,low,public,,,1
Miller Merrill,1,low,lobbyist,"New Mexico State Land Office
Land Office stands in strong
support of house joint
resolution one and urges the
committee to do the same thank
you",,1
Turkey,1,low,lobbyist,"New Mexico
Center on Law and Poverty and a
member of the legal team for the
Yazzie practice in the Yazzie
Martinez lawsuit we stand in
support of H",,1
Lot Of Correct,1,low,legislator,,,1
Err Couple Things,1,low,official,,,1
Next To Page,1,low,official,,,1
Then Traditionally,1,low,official,,,1
Then Also Mister,1,low,official,,,1
Priced Ad,1,low,unknown,,,1
Really Madrid From,1,low,legislator,,,1
Sixty Seven,1,low,legislator,,,1
Northwest,1,low,legislator,,,1
Unida Actually Goes,1,low,legislator,,,1
Chatfield For Those,1,low,legislator,,,1
Garrett On Those,1,low,legislator,,,1
Garrett Favorite Issue,1,low,legislator,,,1
Gerets,1,low,legislator,,,1
Get Yet Mr,1,low,legislator,,,1
Care Can Everybody,1,low,legislator,,,1
Motorola,1,low,legislator,,,1
Lente That Essentially,1,low,legislator,,,1
Seventeen Is Also,1,low,legislator,,,1
Any Actual Implementation,1,low,legislator,,,1
Sauvignon Are Carried,1,low,legislator,,,1
Romero And Bacchus,1,low,legislator,,,1
Ezzell It Does,1,low,legislator,,,1
Who Wrote,1,low,legislator,,,1
Really Just Anything,1,low,legislator,,,1
Chatfield This Point,1,low,legislator,,,1
Calero Not Necessarily,1,low,legislator,,,1
Woods Rohde From,1,low,legislator,,,1
Mexicans Are Very,1,low,legislator,,,1
Stewart Senators Stores,1,low,legislator,,,1
Glenn,1,low,official,,,1
Mr Kirk But,1,low,official,,,1
John Senate Deputy,1,low,official,,,1
Obviously We Wouldn,1,low,official,,,1
Director For Women,1,low,official,,,1
Out What Happens,1,low,official,,,1
His Entire Life,1,low,official,,,1
Actually The Public,1,low,official,,,1
Having You Back,1,low,unknown,,,1
Jack Jack Miller,1,low,unknown,,,1
Disqualifying The Twenty,1,low,unknown,,,1
Other Questions All,1,low,unknown,,,1
Newman,1,low,expert,,,1
Eric Andrews,1,low,public,,,1
Everybody Down,1,low,legislator,,,1
Christine Trujillo House,1,low,legislator,,,1
District Fifty Three,1,low,legislator,,,1
Baldonado For Any,1,low,legislator,,,1
Garrett Please Wait,1,low,legislator,,,1
Figueroa Typical,1,low,legislator,,,1
Lane Is Also,1,low,legislator,,,1
Sarinana Mentioned Currently,1,low,legislator,,,1
Sarinana And Also,1,low,legislator,,,1
Pretty Quickly Mr,1,low,legislator,,,1
Lara Mr Santa,1,low,legislator,,,1
Madrid Is Cosponsored,1,low,legislator,,,1
Letter,1,low,legislator,,,1
Lanes The First,1,low,legislator,,,1
Madrid In Some,1,low,legislator,,,1
From The Attendees,1,low,legislator,,,1
Trujillo Okay Journalists,1,low,legislator,,,1
Sweetser And Some,1,low,legislator,,,1
Airtel,1,low,legislator,,,1
Figueroa House Bill,1,low,legislator,,,1
Said My Apologies,1,low,legislator,,,1
Honest With,1,low,legislator,,,1
All Right Please,1,low,legislator,,,1
Colleagues Of Mine,1,low,legislator,,,1
Severed Doctor Ellen,1,low,official,,,1
All Right Before,1,low,official,,,1
Sorry On Page,1,low,official,,,1
Dr Berns Dean,1,low,official,,,1
John Durch With,1,low,official,,,1
Nationally In Light,1,low,official,,,1
House Bill Fifty,1,low,official,,,1
Steinhaus And One,1,low,official,,,1
With Six People,1,low,official,,,1
Policy At Ped,1,low,official,,,1
Mr Center Which,1,low,official,,,1
Resigned The Bill,1,low,official,,,1
Semacam,1,low,unknown,,,1
Sanneh Since From,1,low,unknown,,,1
Sanneh To Look,1,low,unknown,,,1
Pretty Close Mr,1,low,unknown,,,1
Santa Has Fifty,1,low,unknown,,,1
Jana,1,low,unknown,,,1
Loss,1,low,unknown,,,1
Santa Can Answer,1,low,unknown,,,1
Sent About,1,low,unknown,,,1
Santa As Provided,1,low,unknown,,,1
Rounds You Faded,1,low,unknown,,,1
Round Said Mentioned,1,low,unknown,,,1
Simon Disagrees With,1,low,unknown,,,1
Sheri Williams Retired,1,low,expert,,,1
Berns Dean Speak,1,low,expert,,,1
Bassett Just Said,1,low,expert,,,1
Joseph Garcia,1,low,expert,,,1
Ellen Burstyn From,1,low,expert,,,1
Burns Steen Said,1,low,expert,,,1
Person But Again,1,low,expert,,,1
Chantelle,1,low,expert,,,1
Allen Burns Steen,1,low,expert,,,1
Are Markup,1,low,legislator,,,1
Welcome Baldonado,1,low,legislator,,,1
Nixon Was Represented,1,low,legislator,,,1
Dow Pointed Out,1,low,legislator,,,1
We'Re Phasing,1,low,official,,,1
Sets The Unit,1,low,official,,,1
Google Mentioned Earlier,1,low,official,,,1
Gradual Covered,1,low,official,,,1
Going To Mention,1,low,official,,,1
Got Job Mentioned,1,low,official,,,1
Gradual Said About,1,low,official,,,1
Got Job Most,1,low,official,,,1
Gradual Spoke About,1,low,official,,,1
Gradual All Kind,1,low,official,,,1
Gradual Mr Saly,1,low,official,,,1
Saly Noted Significant,1,low,unknown,,,1
Gradual Mr Salih,1,low,unknown,,,1
Simon Mr Loop,1,low,unknown,,,1
Saly Had Mentioned,1,low,unknown,,,1
Saly Talks About,1,low,unknown,,,1
Sleeve Mister Liu,1,low,unknown,,,1
Saly Mr Liu,1,low,unknown,,,1
Obano Caballero,1,low,legislator,,,1
Torres Val,1,low,legislator,,,1
Goroda,1,low,legislator,,,1
Designate To Present,1,low,official,,,1
Susan Mcconnell,1,low,expert,,,1
Alonzo,1,low,public,,,1
Jaita Gurola,1,low,public,,,1
Ray Lauder,1,low,public,,,1
Linda Fiera,1,low,public,Andres si,,1
Sam Gonzalez,1,low,public,,,1
Kira Jones,1,low,public,,,1
Angela Solis,1,low,public,"New
Mexico state government",,1
Diana Thatcher,1,low,public,,,1
Annie Armitage,1,low,public,,,1
Patricia Roybalcaballero,1,low,public,,,1
Loso Golf Course,1,low,lobbyist,"Eubank to the
freeway and then from San
Antonio to Montgomery and
Comanche",,1
Because It Hits,1,low,legislator,,,1
What The Financialist,1,low,legislator,,,1
Lane Had When,1,low,legislator,,,1
Art Release Not,1,low,legislator,,,1
When You Put,1,low,legislator,,,1
Rare Of Moves,1,low,legislator,,,1
Roy Ball Copy,1,low,legislator,,,1
Lane And Represent,1,low,legislator,,,1
Lane Trawl Their,1,low,legislator,,,1
Lane For All,1,low,legislator,,,1
Lane For Their,1,low,legislator,,,1
Right While Cover,1,low,legislator,,,1
Horrera Met Menchair,1,low,legislator,,,1
More Year,1,low,legislator,,,1
Garrett Knows,1,low,legislator,,,1
Errera,1,low,legislator,,,1
Happy To Turn,1,low,official,,,1
Just Risk Public,1,low,official,,,1
Mr Appreciate,1,low,official,,,1
Just By Getting,1,low,official,,,1
Think You Response,1,low,official,,,1
Before We Adjourn,1,low,official,,,1
Think You Managed,1,low,official,,,1
Romero You See,1,low,unknown,,,1
Rounds Had Said,1,low,unknown,,,1
Cherry Doing Great,1,low,unknown,,,1
When Better Warner,1,low,expert,,,1
Chandler Without Further,1,low,legislator,,,1
Said It Over,1,low,legislator,,,1
Lane Europe First,1,low,legislator,,,1
Chandler For Taking,1,low,legislator,,,1
Vetted Off Please,1,low,legislator,,,1
Ortez And Trujillo,1,low,legislator,,,1
Notes Of Gratitude,1,low,legislator,,,1
Nineteen Is Only,1,low,legislator,,,1
Specially For Bringing,1,low,legislator,,,1
Weisel The Rationale,1,low,legislator,,,1
Ezzell So Technically,1,low,legislator,,,1
Ezzell Asked,1,low,legislator,,,1
Christine Trujillo Resounding,1,low,legislator,,,1
Hundred For Bringing,1,low,legislator,,,1
Herndon Has Submitted,1,low,legislator,,,1
Remember Reinforced,1,low,legislator,,,1
Lara For Some,1,low,legislator,,,1
Baca The Concept,1,low,legislator,,,1
Baca That Those,1,low,legislator,,,1
Heard An Answer,1,low,legislator,,,1
Representation Statewide State,1,low,legislator,,,1
Ezzell Has Some,1,low,legislator,,,1
Lane Mentioned Other,1,low,legislator,,,1
Baca Had Brought,1,low,legislator,,,1
Hope My Name,1,low,legislator,,,1
One Research Project,1,low,official,,,1
Introduce My First,1,low,official,,,1
Before You Sit,1,low,official,,,1
Also The Depending,1,low,official,,,1
What The Loan,1,low,official,,,1
They Were From,1,low,official,,,1
Ortiz Of Course,1,low,official,,,1
Shall Be Paid,1,low,official,,,1
Transform Education Mexico,1,low,official,,,1
With Indigenous Women,1,low,official,,,1
Burke Then Brain,1,low,unknown,,,1
Just Something About,1,low,unknown,,,1
Hygiene Products Enables,1,low,unknown,,,1
First Question Page,1,low,unknown,,,1
Neal Bowen From,1,low,expert,,,1
Elliot Americans,1,low,public,,,1
Jack Wasco,1,low,public,,,1
Mona Act,1,low,public,,,1
Amy Mc,1,low,public,,,1
Andy Martinez,1,low,public,,,1
Blatter For Bringing,1,low,legislator,,,1
Lauda For Bringing,1,low,legislator,,,1
Lotto,1,low,legislator,,,1
Baer,1,low,legislator,,,1
Garrett Not Consistently,1,low,legislator,,,1
Vincent Says,1,low,legislator,,,1
Hevino Chatfield,1,low,official,,,1
Garrett Presenting,1,low,official,,,1
Archuleta For His,1,low,official,,,1
Tujil Had Mentioned,1,low,expert,,,1
Trujil Can Answer,1,low,expert,,,1
Serita Cargas From,1,low,expert,,,1
Rob Mons,1,low,public,,,1
Doctor Serita Cargas,1,low,lobbyist,UNM is the director,,1
Jim Hill,1,low,legislator,,,1
Meant That Please,1,low,legislator,,,1
Stapleton Will Attendees,1,low,legislator,,,1
Lente Has Said,1,low,legislator,,,1
Lente For Bring,1,low,legislator,,,1
Lente For Continuing,1,low,legislator,,,1
Roybal Caballero However,1,low,legislator,,,1
Lente That Our,1,low,legislator,,,1
Poke For Presenting,1,low,legislator,,,1
Pope For Presenting,1,low,legislator,,,1
Lente Talked Earlier,1,low,legislator,,,1
Twenty Seconds,1,low,legislator,,,1
Representation By Families,1,low,legislator,,,1
Three Apache Nations,1,low,legislator,,,1
Stapleton For Acknowledging,1,low,legislator,,,1
Figure Or Off,1,low,legislator,,,1
Trujillo Majority Leader,1,low,legislator,,,1
Dow The Second,1,low,legislator,,,1
Souls Maybe Starting,1,low,legislator,,,1
Pope First,1,low,legislator,,,1
Poke For Bringing,1,low,legislator,,,1
Kohl For Bringing,1,low,legislator,,,1
Souls Taylor,1,low,legislator,,,1
Stewart For Bring,1,low,legislator,,,1
Stewart For Initiatives,1,low,legislator,,,1
Bubble,1,low,legislator,,,1
Opposes This Bill,1,low,legislator,,,1
Public Public Houses,1,low,legislator,,,1
Still What,1,low,legislator,,,1
Pro Tem Stewart,1,low,legislator,,,1
House Memorial Twenty,1,low,official,,,1
With So Much,1,low,official,,,1
Our Membership Supports,1,low,official,,,1
Madam Pro Temp,1,low,official,,,1
Requiring The Subcommittee,1,low,official,,,1
All Be Brief,1,low,official,,,1
More Than Martin,1,low,expert,,,1
Sanchez Griego,1,low,expert,,,1
College Of Education,1,low,expert,,,1
Lois Meyer,1,low,public,,,1
Preston,1,low,public,ACLU we opp,,1
Vernon Lujan,1,low,public,,,1
Alyssa Chavez,1,low,public,,,1
Torresales Valesque,1,low,legislator,,,1
Roland,1,low,legislator,,,1
Silva Mentioned Some,1,low,legislator,,,1
Mir Mirabal Moya,1,low,legislator,,,1
Lauda Only New,1,low,legislator,,,1
Lada Because They,1,low,legislator,,,1
Roybak Caballero,1,low,legislator,,,1
Lata Who Asked,1,low,legislator,,,1
Baca From Valencier,1,low,legislator,,,1
Lara Was Talking,1,low,legislator,,,1
Lada Talks About,1,low,legislator,,,1
Napa Mentioned Some,1,low,legislator,,,1
Dan Weeks Representing,1,low,official,,,1
We'Ll Yield,1,low,official,,,1
Cautious Then Whatever,1,low,official,,,1
Charades,1,low,unknown,,,1
Jeannie Oakes Memorial,1,low,expert,,,1
Brian Garcia,1,low,public,,,1
Michael Nolan,1,low,public,,,1
Kristen Salliards,1,low,public,,,1
Lily Mayortis,1,low,lobbyist,"New
Mexico School Board Association
and the Mexico School Board
Association has supported
community schools statewide for
many years",,1
Above Cover,1,low,legislator,,,1
Phone Case Making,1,low,legislator,,,1
Lane On Second,1,low,legislator,,,1
Trujillo Have Gradual,1,low,legislator,,,1
Figueroa You'Ve,1,low,legislator,,,1
Trujillo Shaking Her,1,low,legislator,,,1
Trujillo As Bill,1,low,legislator,,,1
Just To Pull,1,low,legislator,,,1
Baldonado The Intent,1,low,legislator,,,1
Remember We'Re,1,low,legislator,,,1
Stapleton All Second,1,low,legislator,,,1
Trujillo The Sponsor,1,low,legislator,,,1
Wants To Terms,1,low,legislator,,,1
Baster Derek Please,1,low,legislator,,,1
Figaro That Number,1,low,legislator,,,1
Figueroa Further Questions,1,low,legislator,,,1
Line So Before,1,low,legislator,,,1
Trujillo You'Ve,1,low,legislator,,,1
Baldonado Is Motion,1,low,legislator,,,1
Trujillo Just,1,low,legislator,,,1
Our Next Panelists,1,low,legislator,,,1
Down By Madam,1,low,legislator,,,1
Lara You'Re,1,low,legislator,,,1
Slowed By Going,1,low,legislator,,,1
Carroll Of Everyone,1,low,legislator,,,1
Dale For Table,1,low,legislator,,,1
Laying Noted Table,1,low,legislator,,,1
Lara For Cable,1,low,legislator,,,1
Madrid For Cable,1,low,legislator,,,1
Stapleton To Table,1,low,legislator,,,1
Garrett Does,1,low,legislator,,,1
Bash Is Currently,1,low,legislator,,,1
Figueroa Go Ahead,1,low,legislator,,,1
Madrid The Copy,1,low,legislator,,,1
Lane There Some,1,low,legislator,,,1
Nineteen And All,1,low,legislator,,,1
High School Education,1,low,legislator,,,1
Please Senate Bill,1,low,legislator,,,1
After This Year,1,low,legislator,,,1
You'Re Making,1,low,legislator,,,1
After My Sophomore,1,low,official,,,1
Let The Matthew,1,low,official,,,1
Matt Speak,1,low,official,,,1
From The Rulings,1,low,official,,,1
Last Question Raise,1,low,official,,,1
Involves The Five,1,low,official,,,1
Table Takes Precedence,1,low,official,,,1
German To Table,1,low,official,,,1
Baldonado Is Back,1,low,official,,,1
Person Christine Trujillo,1,low,official,,,1
Christine Trujillo About,1,low,official,,,1
Gradual So Mister,1,low,official,,,1
Glad You Don,1,low,official,,,1
Gradual All Application,1,low,official,,,1
Senate In Our,1,low,unknown,,,1
Benavidez,1,low,unknown,,,1
Benavidez Could Probably,1,low,unknown,,,1
Benavidez And See,1,low,unknown,,,1
Lee And Dr,1,low,expert,,,1
Lee Who Member,1,low,expert,,,1
Martinez And Dr,1,low,expert,,,1
Martinez Or Doctor,1,low,expert,,,1
Quite About Martinez,1,low,expert,,,1
Johnny,1,low,public,,,1
Teresa Gomez,1,low,public,,,1
Saana On House,1,low,legislator,,,1
Kurra,1,low,legislator,,,1
Roal Caballero,1,low,legislator,,,1
Roybar Javiera,1,low,legislator,,,1
Gonzalez And Presenter,1,low,legislator,,,1
Baca This Tax,1,low,legislator,,,1
Roybar Caballero,1,low,legislator,,,1
What About Caballero,1,low,legislator,,,1
Bach Is Gonna,1,low,legislator,,,1
Baca For Stepping,1,low,legislator,,,1
Bach And Myself,1,low,legislator,,,1
Lauder,1,low,legislator,,,1
Baca And Cher,1,low,legislator,,,1
Souls Know What,1,low,legislator,,,1
Linte Gets,1,low,official,,,1
Lites Bill,1,low,official,,,1
Moved To Ok,1,low,official,,,1
Lenty,1,low,official,,,1
Dursing,1,low,unknown,,,1
Tania Reyes,1,low,expert,,,1
Dela Rosa,1,low,public,,,1
Mark Severo,1,low,lobbyist,"New Mexico
Council University presidents",,1
More About,1,low,legislator,,,1
Madrid All Right,1,low,legislator,,,1
Line Ten Eleven,1,low,legislator,,,1
Appeal For Bringing,1,low,legislator,,,1
Currently As Far,1,low,legislator,,,1
Garrett To Grab,1,low,legislator,,,1
Baca The Language,1,low,legislator,,,1
Mr Long Ago,1,low,legislator,,,1
About The Kind,1,low,legislator,,,1
Perhaps Just,1,low,legislator,,,1
What About Any,1,low,legislator,,,1
Result Yes They,1,low,legislator,,,1
Capital To Explain,1,low,legislator,,,1
Faced The Tps,1,low,legislator,,,1
More Aft They,1,low,legislator,,,1
Them Is They,1,low,legislator,,,1
Baca Seems Like,1,low,legislator,,,1
All Right Senate,1,low,legislator,,,1
Rodriguez Last Week,1,low,legislator,,,1
John George With,1,low,official,,,1
Name Is Angie,1,low,official,,,1
Then To Say,1,low,official,,,1
Whenever The Local,1,low,official,,,1
But You Cut,1,low,official,,,1
Because We Didn,1,low,official,,,1
Though The Statistics,1,low,official,,,1
Majority So Over,1,low,official,,,1
How Valuable,1,low,official,,,1
Madam Secretary Sorry,1,low,official,,,1
Some Of Taking,1,low,official,,,1
Zuckerberg Any Microphone,1,low,unknown,,,1
Longer You'Re,1,low,unknown,,,1
Long Ago Currently,1,low,unknown,,,1
Leader For Being,1,low,unknown,,,1
Stan Rounds Before,1,low,unknown,,,1
Jurists,1,low,unknown,,,1
Longo,1,low,expert,,,1
Rommel Was Indicating,1,low,expert,,,1
Laura Halford,1,low,public,,,1
Josh Reddick,1,low,public,,,1
Terry Rommel,1,low,public,,,1
Acker,1,low,public,,,1
Isabelle St Onge,1,low,public,,,1
Lente Them,1,low,legislator,,,1
Garrett But Why,1,low,legislator,,,1
Baldonado Is All,1,low,legislator,,,1
Garrett The Second,1,low,legislator,,,1
Baldonado Was Their,1,low,legislator,,,1
Stapleton House Joint,1,low,legislator,,,1
Then Perhaps Something,1,low,legislator,,,1
Lente Is Question,1,low,legislator,,,1
Dow In Looking,1,low,legislator,,,1
Care At All,1,low,legislator,,,1
Pulp The Link,1,low,legislator,,,1
Co For Bringing,1,low,legislator,,,1
Pope Indicated Mr,1,low,legislator,,,1
Andres Romero Presenting,1,low,official,,,1
But But Right,1,low,official,,,1
Carrot,1,low,official,,,1
Substitute,1,low,official,,,1
River Go Ahead,1,low,unknown,,,1
Coming At All,1,low,legislator,,,1
Figueroa For Navigating,1,low,legislator,,,1
Credit Not Waiting,1,low,legislator,,,1
Says House Bill,1,low,legislator,,,1
Devin On Mr,1,low,legislator,,,1
Cup Anna They,1,low,legislator,,,1
You'Ll Stand,1,low,legislator,,,1
Blot Out Please,1,low,legislator,,,1
Landing,1,low,legislator,,,1
Roybal All Coming,1,low,legislator,,,1
Garret My Long,1,low,legislator,,,1
Sierra Had Carried,1,low,legislator,,,1
Meant That Second,1,low,legislator,,,1
Are There Questions,1,low,legislator,,,1
Does This Brought,1,low,legislator,,,1
Other Auto Them,1,low,legislator,,,1
Dow Normally,1,low,legislator,,,1
Data Just Like,1,low,legislator,,,1
But Aren,1,low,legislator,,,1
Dow Your Question,1,low,legislator,,,1
Stapleton Is Explaining,1,low,legislator,,,1
Stapleton We Like,1,low,legislator,,,1
From The Phone,1,low,legislator,,,1
Them To Force,1,low,legislator,,,1
Dow She Said,1,low,legislator,,,1
Doubt How Many,1,low,legislator,,,1
Dow The Construction,1,low,legislator,,,1
Table Ten,1,low,legislator,,,1
Maldonado,1,low,legislator,,,1
Are Thirty Eight,1,low,legislator,,,1
Community,1,low,legislator,,,1
Line Its Route,1,low,legislator,,,1
Lane Just Just,1,low,legislator,,,1
Lane Experts Express,1,low,legislator,,,1
Stapleton Said,1,low,legislator,,,1
Down To Answer,1,low,legislator,,,1
Stapleton And Chris,1,low,legislator,,,1
Doubt Once Again,1,low,legislator,,,1
Stapleton So Basically,1,low,legislator,,,1
Attended The Bill,1,low,legislator,,,1
Going Okay Cool,1,low,legislator,,,1
But If Anything,1,low,official,,,1
John Thompson Registered,1,low,official,,,1
Related To Language,1,low,official,,,1
Remand And Legislators,1,low,official,,,1
Their Car,1,low,official,,,1
All Right Both,1,low,official,,,1
What Was Their,1,low,official,,,1
Read The Original,1,low,official,,,1
Little More Teas,1,low,official,,,1
How Many Companies,1,low,official,,,1
Expert Witness Rick,1,low,official,,,1
Even This Agency,1,low,official,,,1
They'Ll Actually,1,low,official,,,1
With Recommendations When,1,low,official,,,1
Financially To Explain,1,low,official,,,1
Gradual To Try,1,low,official,,,1
Atul,1,low,official,,,1
Then For Fall,1,low,official,,,1
Not Count Towards,1,low,unknown,,,1
Gramm Okay All,1,low,unknown,,,1
Understand It Says,1,low,unknown,,,1
Miss John Baker,1,low,unknown,,,1
Request What Organizations,1,low,unknown,,,1
Recruit What What,1,low,unknown,,,1
Van Dean Mckenzie,1,low,expert,,,1
Berlin Debate Again,1,low,expert,,,1
Mackenzie Doctor Mindy,1,low,expert,,,1
Stephanie Lee,1,low,lobbyist,"American
federation of teachers",,1
Figueroa With House,1,low,legislator,,,1
Bash So Whenever,1,low,legislator,,,1
Sweetser Is Talking,1,low,legislator,,,1
Figueroa Because,1,low,legislator,,,1
Sweetser Dow Wade,1,low,legislator,,,1
Lane Was Pointing,1,low,legislator,,,1
Sweetser Statements Out,1,low,legislator,,,1
Bash And How,1,low,legislator,,,1
Figueroa For Doing,1,low,legislator,,,1
Trujillo Could Given,1,low,legislator,,,1
Bash To Relay,1,low,legislator,,,1
Garrett Is Grow,1,low,legislator,,,1
Figueroa Dr Sapien,1,low,legislator,,,1
Bash As Soon,1,low,legislator,,,1
Lane Somewhat Touched,1,low,legislator,,,1
Staples Section,1,low,legislator,,,1
Dow Is Suggesting,1,low,legislator,,,1
Mr Curtis,1,low,legislator,,,1
Dale For Revisiting,1,low,legislator,,,1
Baldonado As Far,1,low,legislator,,,1
Baldonado Think Shifted,1,low,legislator,,,1
Dow Just Make,1,low,legislator,,,1
Baldonado What Missing,1,low,legislator,,,1
Baldonado For Cable,1,low,legislator,,,1
Chatfield Forced His,1,low,legislator,,,1
Let Them,1,low,legislator,,,1
Figueroa To Explain,1,low,legislator,,,1
Death,1,low,legislator,,,1
Figueroa We Appreciate,1,low,legislator,,,1
Lente Can Introduce,1,low,legislator,,,1
Loss Against,1,low,legislator,,,1
Heinrich Had Secured,1,low,legislator,,,1
Hfc Met Today,1,low,official,,,1
Max Stephen Curry,1,low,official,,,1
Some Some Pot,1,low,official,,,1
Bill Does Not,1,low,official,,,1
Emeritus Getting Asked,1,low,official,,,1
Dr Sapien,1,low,official,,,1
Please And Find,1,low,official,,,1
Wishes To Become,1,low,official,,,1
Though Please,1,low,official,,,1
Wondered If Doctor,1,low,unknown,,,1
Curtis We Don,1,low,unknown,,,1
Curtis,1,low,unknown,,,1
Abbey Again Hfc,1,low,unknown,,,1
Cpa Did Does,1,low,expert,,,1
Stadium Feel Free,1,low,expert,,,1
Sapientia Dressed How,1,low,expert,,,1
Safety And Dr,1,low,expert,,,1
Mcgraw,1,low,expert,,,1
John Hamilton,1,low,public,,,1
Easton,1,low,public,,,1
Sardana Back From,1,low,legislator,,,1
Dow Segment,1,low,legislator,,,1
Lane Will Give,1,low,legislator,,,1
Meant That All,1,low,legislator,,,1
Ross Cruz Superintendent,1,low,legislator,,,1
Our Next Panelist,1,low,legislator,,,1
Sweetser Has Her,1,low,legislator,,,1
Jerry Are Madam,1,low,legislator,,,1
Like To Hear,1,low,legislator,,,1
Roybal Caballero Just,1,low,legislator,,,1
Williams Stapleton Just,1,low,legislator,,,1
Williams Stapleton Madam,1,low,legislator,,,1
Trujillo Just Got,1,low,legislator,,,1
Trio Shaking Her,1,low,legislator,,,1
Dow Jones Questions,1,low,legislator,,,1
Dow It Goes,1,low,legislator,,,1
Verses It Being,1,low,legislator,,,1
Dow Also Question,1,low,legislator,,,1
Lane On Page,1,low,legislator,,,1
But She Said,1,low,legislator,,,1
Appear To Both,1,low,official,,,1
Romero You Either,1,low,official,,,1
Your Muted Sorry,1,low,official,,,1
Gajah,1,low,official,,,1
Gradual For Being,1,low,official,,,1
Same Here Move,1,low,unknown,,,1
Simon From Legislative,1,low,unknown,,,1
Are Dennis Roch,1,low,unknown,,,1
Curry All Our,1,low,unknown,,,1
Call And Doctor,1,low,unknown,,,1
Byrne Steen Put,1,low,expert,,,1
Burn Scenes Trying,1,low,expert,,,1
Greg Maxie,1,low,public,,,1
Williams Stapleton Please,1,low,legislator,,,1
Garcia And Tosylate,1,low,legislator,,,1
Baldonado Place,1,low,legislator,,,1
Baldonado Yes Those,1,low,legislator,,,1
Lente All Districts,1,low,legislator,,,1
Stapleton The School,1,low,legislator,,,1
Lente To Deal,1,low,legislator,,,1
Rick Miera Brought,1,low,legislator,,,1
David Walking Through,1,low,legislator,,,1
Links,1,low,legislator,,,1
Eight And But,1,low,legislator,,,1
Lane You'Re,1,low,legislator,,,1
Lente Confirms,1,low,legislator,,,1
Sir Anybody Else,1,low,legislator,,,1
Figueroa Was Getting,1,low,legislator,,,1
Dow Have Stated,1,low,legislator,,,1
Google Tribal Communities,1,low,legislator,,,1
Tentative For Bringing,1,low,legislator,,,1
Roybal Us Sorry,1,low,legislator,,,1
Stapleton Sorry About,1,low,legislator,,,1
Stapleton This Bill,1,low,legislator,,,1
Dow You'Ll,1,low,legislator,,,1
Dow And Presenters,1,low,legislator,,,1
Trujillo It Doesn,1,low,legislator,,,1
Andreas Presented About,1,low,official,,,1
Lead Lente With,1,low,official,,,1
Your Your Points,1,low,official,,,1
Remembers The Conversation,1,low,official,,,1
Garant Iert,1,low,official,,,1
School Districts,1,low,official,,,1
Flattery Will Get,1,low,official,,,1
Education Advisory Council,1,low,official,,,1
Articulate,1,low,official,,,1
Wanted To Point,1,low,official,,,1
Sale This Because,1,low,official,,,1
Tension There Mr,1,low,official,,,1
Treasuries Santa Clara,1,low,official,,,1
Speaker Chairwoman Lundstrom,1,low,unknown,,,1
Silly But But,1,low,unknown,,,1
Salih That All,1,low,unknown,,,1
Yazeed Martinez Martinez,1,low,unknown,,,1
Speaker All Sure,1,low,unknown,,,1
Sally You Wanted,1,low,unknown,,,1
Speaker Will Show,1,low,unknown,,,1
Santa Or Anyone,1,low,unknown,,,1
Martinez Off,1,low,unknown,,,1
Martinez And Folks,1,low,unknown,,,1
Acg Dollars But,1,low,unknown,,,1
Christine Sims Brought,1,low,expert,,,1
Christine Sims Who,1,low,expert,,,1
Gelding That Ciccone,1,low,expert,,,1
Educational And With,1,low,expert,,,1
Clarissa,1,low,public,,,1
Valery,1,low,public,,,1
Bernard Germany,1,low,public,"New Mexico association for
bilingual education a servic",,1
Mister Senate,1,low,lobbyist,"PED was here
to help clarify if you what
would that be appropriate there
representing",,1
Small Noted,1,low,legislator,,,1
Represent Royval Caballero,1,low,legislator,,,1
Guer,1,low,legislator,,,1
Baral Caballero,1,low,legislator,,,1
Colin Torres Valesque,1,low,legislator,,,1
Cullen And Miss,1,low,legislator,,,1
Cullen With Ped,1,low,legislator,,,1
Robot Caviero,1,low,legislator,,,1
What Of Our,1,low,official,,,1
Socio,1,low,official,,,1
Mavoya For Sort,1,low,official,,,1
Salcedo,1,low,unknown,,,1
Shepherd To Resign,1,low,expert,,,1
Shepherd At Western,1,low,expert,,,1
Lauren Hatch,1,low,public,,,1
Laurie Ortega,1,low,public,,,1
Renee Saucedo,1,low,public,,,1
Kate Mc,1,low,public,,,1
John Lipschitz,1,low,lobbyist,"New Mexico
Federation of Labor",,1
Jake Smith,1,low,lobbyist,"Government
to Change Project from Sandoval
County",,1
Girl Left,1,low,legislator,,,1
Results,1,low,legislator,,,1
Herndon On Page,1,low,legislator,,,1
Romero And Sorry,1,low,legislator,,,1
Lara Of Right,1,low,legislator,,,1
Eli Anybody Else,1,low,legislator,,,1
Nope All Volume,1,low,legislator,,,1
Does This Include,1,low,legislator,,,1
Become Even More,1,low,legislator,,,1
Roybal Copyright Pointed,1,low,legislator,,,1
Martinez For Bringing,1,low,legislator,,,1
Atlanta For Twenty,1,low,legislator,,,1
Ezzell The Second,1,low,legislator,,,1
Survey,1,low,legislator,,,1
What Would Commonly,1,low,official,,,1
Madam Summer Line,1,low,official,,,1
Appreciate The Clarification,1,low,official,,,1
Cultural Please,1,low,official,,,1
